midas_entity	text
open_question_opinion position	I wonder where the current POSITION ranks.
open_question_opinion position	What do you think about the previous custom of the runner up becoming the VP to the POSITION?
open_question_opinion position	I wonder how you would have the time while running for POSITION
open_question_opinion softwareapplication	Yeah love SOFTWAREAPPLICATION how about yourself?
open_question_opinion sport	What do you think about SPORT?
open_question_opinion sport	How about SPORT.
open_question_opinion sport	How do you feel about SPORT?
open_question_opinion sport	I hope so  too How about SPORT.
open_question_opinion sport	okay.how do you feel about SPORT?
open_question_opinion sport	which do you watch the most: SPORT.
open_question_opinion sport	How about SPORT?
open_question_opinion sport	I wonder how much you burn playing SPORT?
open_question_opinion sport	How about SPORT.
open_question_opinion sportteam	What do you think of SPORTTEAM ?
open_question_opinion sportteam	What do you think about the SPORTTEAM by the way?
open_question_opinion sportteam	What do you think about SPORTTEAM?
open_question_opinion sportteam	What do you think of the SPORTTEAM?
open_question_opinion sportteam	How about SPORTTEAM.
open_question_opinion sportteam	Who are you hoping wins the SPORTTEAM this year?
open_question_opinion sportteam	I like SPORTTEAM how about you?
open_question_opinion vehicle	I wonder why anyone would ever need that on their VEHICLE?
open_question_opinion videoname	How about VIDEONAME?
open_question_opinion videoname	How about VIDEONAME.
open_question_opinion videoname	how about VIDEONAME
open_question_opinion videoname	What did you think about their album VIDEONAME?
open_question_opinion videoname	What about VIDEONAME
open_question_opinion videoname	Yeah I guess How about VIDEONAME?
open_question_opinion videoname	Why hasn't VIDEONAME gotten canceled?
opinion bookname	Well he's never read the BOOKNAME i guess?
opinion bookname	I bet they never read the BOOKNAME.
opinion bookname	I think it's because when the BOOKNAME was translated.
opinion bookname	The BOOKNAME is very important.
opinion bookname	The BOOKNAME is an interesting topic.
opinion date	I'm just glad that they deliver on DATE now though.
opinion date	Thats surprising i thought itd be more on DATE.
opinion date	It's surprising that DATE got so much backlash since usually fans love her no matter what.
opinion date	Even on DATE!
opinion date	I think that was on DATE 11 according to the article.
opinion date	I was surprised the first time I got a delivery on a DATE!
opinion date	At least DATE is going to be cool.
opinion date	It seems the cover of DATE that she did came under some criticism.
opinion date	I hope they did it on DATE 1.
opinion device	Ya I guess you could make a DEVICE that way.
opinion device	That must be how he developed his famous DEVICE!
opinion device	I would guess its because it makes the transportation of the DEVICE easier.
opinion device	DEVICE were definitely important back then.
opinion device	I had no idea that was a DEVICE.
opinion device	Yeah the DEVICE is cool.
opinion device	You might not see the DEVICE.
opinion device	I'd love an DEVICE!
opinion device	well sometimes i just default on the DEVICE.
opinion device	DEVICE?
opinion device	Yeah could be dangerous in the hands of a DEVICE.
opinion device	I think it's the same with an DEVICE.
opinion device	there is something unfair that with DEVICE.
opinion device	I love playing DEVICE.
opinion device	I think everyone is addicted to their DEVICE.
opinion device	I am not sure but with the DEVICE it may be obsolete.
opinion device	Nice the name totally makes sense as it looks like a DEVICE too
opinion device	I liked those DEVICE.
opinion device	Yeah I guess DEVICE do so much nowadays so they must need all of that.
opinion device	They could use DEVICE.
opinion device	I didnt' like the remake recently on DEVICE
opinion device	Yea I think I'm gonna go play some DEVICE even though it can display 54 colors
opinion device	I wouldn't carry my DEVICE up there to check it out.
opinion device	People love their DEVICE!
opinion device	I have an DEVICE and it's awesome!
opinion device	I don't really listen to the DEVICE much.
opinion device	I'd wear DEVICE too if I got paid 32.000.000
opinion device	I think that's a tough sell for a lot of people because they use their DEVICE so much.
opinion device	I like it better than the DEVICE.
opinion device	There would be so much DEVICE!
opinion device	I'm sure they're nothing like our DEVICE these days.
opinion device	Maybe its all the DEVICE faults for a lot of what happens.
opinion device	DEVICE were slow at the time.
opinion device	Let me guess: A DEVICE?
opinion device	I think it kind of the same thing with DEVICE.
opinion device	They must have had a DEVICE to help them.
opinion device	I think they've learned to make sounds like DEVICE.
opinion device	Ya it's amazing the DEVICE lasted as long as it did.
opinion device	I've been getting into the DEVICE.
opinion device	The DEVICE is an amazing invention.
opinion device	That is very true but DEVICE are still amazing.
opinion device	I don't know but I prefer my DEVICE.
opinion device	I love my DEVICE.
opinion device	Well you could always listen on the DEVICE.
opinion device	I know I would have thought it required something a lot more powerful than an DEVICE
opinion device	I prefer the DEVICE.
opinion device	I'm sure that would be a really cool setting to play the DEVICE.
opinion device	I'd like to see a DEVICE.
opinion device	Maybe the DEVICE had something to do with their level of skill lol.
opinion device	The DEVICE is just a great invention.
opinion device	Maybe the DEVICE button or something else.
opinion device	It is amazing how far DEVICE have come.
opinion device	I think I'd rather play the DEVICE.
opinion device	DEVICE are our future.
opinion device	I love the DEVICE.
opinion device	I do enjoy the DEVICE.
opinion device	Yes I like listen to the DEVICE too-
opinion device	DEVICE did so in the past.
opinion device	Hey thats good enough nice definition of a DEVICE.
opinion device	I really like to hear DEVICE.
opinion device	I think I saw it on the DEVICE.
opinion device	I dont think youd need a DEVICE to hear him from there.
opinion device	DEVICE?
opinion device	if they can get people to put their DEVICE down!
opinion device	I love my DEVICE.
opinion device	I guess the newer systems eclipsed the DEVICE.
opinion device	Even that DEVICE would creep me out!
opinion device	He is good in front of the DEVICE.
opinion device	Maybe there is some fine print in the DEVICE when we get them.
opinion device	It is truly amazing how many things we can do on the DEVICE.
opinion device	DEVICE have evolved so much.
opinion device	Yeah sometimes it is so annoying how much time people spend on their DEVICE.
opinion device	The DEVICE sounds pretty complicated too.
opinion device	I love the sound of the DEVICE.
opinion device	They might be interested in the DEVICE!
opinion device	I like watching DEVICE when I get time.
opinion device	I don't know how long it is or how you apply or how they figure out when you're not using your DEVICE but it is pretty neat of them.
opinion device	I call it TV or DEVICE.
opinion device	I don't like to use the DEVICE.
opinion device	I enjoy watching DEVICE.
opinion device	Yeah that is so cool that if you turn your DEVICE to am.
opinion device	I think they also have DEVICE to track.
opinion device	i remember our first DEVICE and dial up.
opinion device	the DEVICE was not very good.
opinion device	DEVICE can be fairly delicate.
opinion device	That would be hard to pull off on DEVICE.
opinion device	"If that DEVICE got people ""likes"" on FB."
opinion device	Well I do like to watch DEVICE.
opinion device	I don't know but that DEVICE is a legend.
